data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2024-05-01 12:06:00,Dia,5422,Self-service,Self-service,Nenhuma,Fanta,38.0,Refeição,36,5,4,False,2024,5
2024-05-01 12:25:00,Dia,2437,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Refeição,37,7,5,False,2024,5
2024-05-01 15:49:00,Dia,3418,Self-service,Self-service,Nenhuma,Acerola,34.0,Débito,35,7,5,False,2024,5
2024-05-01 13:38:00,Dia,5400,Self-service,Self-service,Mousse de chocolate,Fanta Laranja,37.99,Pix,35,5,5,False,2024,5
2024-05-01 12:29:00,Dia,3377,Self-service,Self-service,Nenhuma,Laranja,34.0,Dinheiro,34,9,5,False,2024,5
2024-05-01 15:25:00,Dia,3540,Self-service,Self-service,Mousse de chocolate,Coca-Cola,43.99,Refeição,39,9,5,False,2024,5
2024-05-01 11:43:00,Dia,1800,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Débito,30,6,5,False,2024,5
2024-05-01 13:47:00,Dia,5164,Self-service,Self-service,Mousse de chocolate,Guaraná Antarctica,37.99,Crédito,40,8,5,False,2024,5
2024-05-01 13:37:00,Dia,3352,Self-service,Self-service,Picolé / sorvete simples,Água,34.49,Pix,33,8,3,False,2024,5
2024-05-01 13:40:00,Dia,5385,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,38,9,4,False,2024,5
2024-05-01 15:40:00,Dia,4957,Self-service,Self-service,Nenhuma,Maracujá,34.0,Crédito,30,7,5,False,2024,5
2024-05-01 11:14:00,Dia,5098,Self-service,Self-service,Pudim de leite,Acerola,39.99,Débito,32,9,5,False,2024,5
2024-05-01 12:53:00,Dia,3204,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Débito,34,9,5,False,2024,5
2024-05-01 15:35:00,Dia,3004,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Crédito,40,8,4,False,2024,5
2024-05-01 11:07:00,Dia,3424,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,34,9,4,False,2024,5
2024-05-01 11:12:00,Dia,826,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,39,9,5,False,2024,5
2024-05-01 12:39:00,Dia,2918,Self-service,Self-service,Mousse de maracujá,Maracujá,39.99,Débito,35,10,4,False,2024,5
2024-05-01 14:14:00,Dia,2040,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Pix,38,10,5,False,2024,5
2024-05-01 12:45:00,Dia,606,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,38,8,5,False,2024,5
2024-05-01 14:56:00,Dia,4601,Self-service,Self-service,Mousse de chocolate,Sprite,37.99,Pix,34,8,4,False,2024,5
2024-05-01 13:14:00,Dia,3801,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Débito,40,9,5,False,2024,5
2024-05-01 14:13:00,Dia,4409,Self-service,Self-service,Nenhuma,Fanta,38.0,Crédito,31,6,4,False,2024,5
2024-05-01 11:37:00,Dia,464,Self-service,Self-service,Nenhuma,Maracujá,34.0,Crédito,38,10,4,False,2024,5
2024-05-01 13:19:00,Dia,4262,Self-service,Self-service,Pudim de leite,Abacaxi com hortelã,39.99,Crédito,32,7,5,False,2024,5
2024-05-01 15:47:00,Dia,5720,Self-service,Self-service,Nenhuma,Água,30.0,Dinheiro,32,6,5,False,2024,5
2024-05-01 15:19:00,Dia,1232,Self-service,Self-service,Nenhuma,Laranja,34.0,Pix,39,5,5,False,2024,5
