data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2025-02-01 14:15:00,Dia,2716,Self-service,Self-service,Pudim de leite,Água,35.99,Crédito,32,9,5,False,2025,2
2025-02-01 15:38:00,Dia,5754,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,31,8,5,False,2025,2
2025-02-01 14:57:00,Dia,2438,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,40,5,5,False,2025,2
2025-02-01 14:24:00,Dia,1073,Self-service,Self-service,Nenhuma,Sprite,32.0,Dinheiro,34,8,5,False,2025,2
2025-02-01 12:25:00,Dia,3361,Self-service,Self-service,Picolé / sorvete simples,Água,34.49,Crédito,37,5,5,False,2025,2
2025-02-01 12:41:00,Dia,4616,Self-service,Self-service,Nenhuma,Laranja,34.0,Pix,40,7,4,False,2025,2
2025-02-01 13:58:00,Dia,1709,Self-service,Self-service,Nenhuma,Maracujá,34.0,Pix,34,10,4,False,2025,2
2025-02-01 13:53:00,Dia,2096,Self-service,Self-service,Nenhuma,Maracujá,34.0,Dinheiro,37,8,5,False,2025,2
2025-02-01 13:26:00,Dia,941,Self-service,Self-service,Nenhuma,Maracujá,34.0,Pix,39,5,5,False,2025,2
2025-02-01 13:26:00,Dia,1891,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Crédito,36,9,5,False,2025,2
2025-02-01 14:34:00,Dia,3303,Self-service,Self-service,Nenhuma,Sprite,32.0,Dinheiro,35,6,5,False,2025,2
2025-02-01 15:21:00,Dia,3949,Self-service,Self-service,Nenhuma,Pepsi,32.0,Pix,40,10,5,False,2025,2
2025-02-01 15:42:00,Dia,3037,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Crédito,40,8,5,False,2025,2
2025-02-01 11:51:00,Dia,902,Self-service,Self-service,Nenhuma,Água,30.0,Débito,30,10,3,False,2025,2
2025-02-01 12:53:00,Dia,5904,Self-service,Self-service,Mousse de chocolate,Fanta Uva,37.99,Dinheiro,36,6,5,False,2025,2
2025-02-01 11:33:00,Dia,3505,Self-service,Self-service,Mousse de maracujá,Água,35.99,Pix,36,9,5,False,2025,2
2025-02-01 12:27:00,Dia,2552,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,30,9,5,False,2025,2
2025-02-01 12:28:00,Dia,5091,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,36,6,5,False,2025,2
2025-02-01 13:21:00,Dia,247,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Crédito,30,9,5,False,2025,2
2025-02-01 13:31:00,Dia,709,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Dinheiro,32,7,5,False,2025,2
2025-02-01 15:41:00,Dia,3835,Self-service,Self-service,Nenhuma,Maracujá,34.0,Crédito,39,6,5,False,2025,2
2025-02-01 11:29:00,Dia,2487,Self-service,Self-service,Nenhuma,Maracujá,34.0,Débito,34,6,5,False,2025,2
2025-02-01 11:23:00,Dia,3584,Self-service,Self-service,Nenhuma,Pepsi,32.0,Débito,30,9,4,False,2025,2
2025-02-01 14:55:00,Dia,3756,Self-service,Self-service,Pudim de leite,Guaraná Antarctica,37.99,Débito,33,8,4,False,2025,2
2025-02-01 13:53:00,Dia,2206,Self-service,Self-service,Nenhuma,Laranja,34.0,Débito,40,6,5,False,2025,2
2025-02-01 15:35:00,Dia,4009,Self-service,Self-service,Pudim de leite,Fanta Uva,37.99,Crédito,33,9,5,False,2025,2
2025-02-01 13:37:00,Dia,2028,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,34,9,3,False,2025,2
2025-02-01 13:08:00,Dia,4273,Self-service,Self-service,Mousse de maracujá,Guaraná,43.99,Pix,33,6,5,False,2025,2
2025-02-01 14:51:00,Dia,2598,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,31,10,5,False,2025,2
2025-02-01 11:06:00,Dia,4833,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,34,9,5,False,2025,2
2025-02-01 15:08:00,Dia,2222,Self-service,Self-service,Pudim de leite,Coca-Cola,37.99,Crédito,30,8,4,False,2025,2
2025-02-01 14:35:00,Dia,84,Self-service,Self-service,Mousse de maracujá,Pepsi,37.99,Refeição,34,5,5,False,2025,2
2025-02-01 15:12:00,Dia,2780,Self-service,Self-service,Picolé / sorvete simples,Nenhuma,30.49,Pix,31,10,5,False,2025,2
2025-02-01 11:32:00,Dia,4835,Self-service,Self-service,Nenhuma,Fanta,38.0,Crédito,31,5,3,False,2025,2
2025-02-01 11:50:00,Dia,2907,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Crédito,38,10,4,False,2025,2
2025-02-01 11:00:00,Dia,2603,Self-service,Self-service,Picolé / sorvete simples,Água,34.49,Dinheiro,40,5,5,False,2025,2
2025-02-01 11:59:00,Dia,5197,Self-service,Self-service,Pudim de leite,Nenhuma,31.99,Débito,40,9,5,False,2025,2
2025-02-01 12:19:00,Dia,4342,Self-service,Self-service,Picolé / sorvete simples,Fanta Uva,36.49,Débito,37,9,5,False,2025,2
2025-02-01 12:29:00,Dia,1207,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Dinheiro,36,7,4,False,2025,2
2025-02-01 12:20:00,Dia,5759,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,38,6,4,False,2025,2
2025-02-01 12:00:00,Dia,256,Self-service,Self-service,Nenhuma,Laranja,34.0,Refeição,39,7,5,False,2025,2
2025-02-01 13:54:00,Dia,3370,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Dinheiro,39,10,5,False,2025,2
2025-02-01 13:04:00,Dia,5899,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Crédito,39,10,4,False,2025,2
2025-02-01 13:04:00,Dia,5946,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,30,7,5,False,2025,2
2025-02-01 13:24:00,Dia,3628,Self-service,Self-service,Nenhuma,Laranja,34.0,Refeição,30,10,4,False,2025,2
2025-02-01 15:26:00,Dia,2425,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Crédito,40,5,4,False,2025,2
2025-02-01 13:00:00,Dia,4479,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,35,6,5,False,2025,2
2025-02-01 11:10:00,Dia,886,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Crédito,30,9,5,False,2025,2
2025-02-01 14:27:00,Dia,3642,Self-service,Self-service,Nenhuma,Maracujá,34.0,Dinheiro,38,9,5,False,2025,2
2025-02-01 14:36:00,Dia,4704,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Dinheiro,37,6,4,False,2025,2
2025-02-01 14:31:00,Dia,5375,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,31,5,4,False,2025,2
2025-02-01 11:28:00,Dia,2257,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Dinheiro,35,6,5,False,2025,2
2025-02-01 13:50:00,Dia,5936,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,30,10,4,False,2025,2
2025-02-01 13:17:00,Dia,228,Self-service,Self-service,Nenhuma,Sprite,32.0,Débito,30,9,5,False,2025,2
2025-02-01 13:41:00,Dia,3644,Self-service,Self-service,Nenhuma,Água,30.0,Pix,34,10,5,False,2025,2
2025-02-01 15:26:00,Dia,32,Self-service,Self-service,Nenhuma,Sprite,32.0,Débito,40,10,5,False,2025,2
2025-02-01 13:57:00,Dia,391,Self-service,Self-service,Pudim de leite,Coca-Cola,37.99,Refeição,37,8,4,False,2025,2
2025-02-01 11:46:00,Dia,4377,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,30,9,3,False,2025,2
2025-02-01 12:34:00,Dia,3857,Self-service,Self-service,Picolé / sorvete simples,Acerola,38.49,Pix,30,7,4,False,2025,2
2025-02-01 14:26:00,Dia,2847,Self-service,Self-service,Nenhuma,Pepsi,38.0,Dinheiro,32,6,4,False,2025,2
2025-02-01 12:02:00,Dia,466,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,40,8,5,False,2025,2
2025-02-01 11:16:00,Dia,599,Self-service,Self-service,Mousse de chocolate,Fanta,43.99,Crédito,36,6,5,False,2025,2
2025-02-01 12:55:00,Dia,1341,Self-service,Self-service,Nenhuma,Guaraná,38.0,Débito,33,7,5,False,2025,2
2025-02-01 12:40:00,Dia,103,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,33,5,5,False,2025,2
2025-02-01 13:55:00,Dia,2369,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,39,7,5,False,2025,2
2025-02-01 12:15:00,Dia,2946,Self-service,Self-service,Nenhuma,Laranja,34.0,Crédito,32,5,5,False,2025,2
2025-02-01 14:54:00,Dia,2696,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,38,8,5,False,2025,2
2025-02-01 14:42:00,Dia,83,Self-service,Self-service,Nenhuma,Sprite,32.0,Refeição,38,5,5,False,2025,2
2025-02-01 14:36:00,Dia,2018,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,32,9,5,False,2025,2
2025-02-01 14:54:00,Dia,3248,Self-service,Self-service,Pudim de leite,Pepsi,37.99,Pix,32,9,5,False,2025,2
2025-02-01 15:12:00,Dia,1888,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Pix,37,5,5,False,2025,2
2025-02-01 15:59:00,Dia,17,Self-service,Self-service,Nenhuma,Maracujá,34.0,Débito,35,10,3,False,2025,2
2025-02-01 14:46:00,Dia,2620,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,35,6,5,False,2025,2
2025-02-01 11:00:00,Dia,4072,Self-service,Self-service,Nenhuma,Maracujá,34.0,Débito,30,8,5,False,2025,2
2025-02-01 15:43:00,Dia,1356,Self-service,Self-service,Pudim de leite,Pepsi,37.99,Débito,36,5,5,False,2025,2
2025-02-01 13:59:00,Dia,717,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,37,7,5,False,2025,2
2025-02-01 13:53:00,Dia,3132,Self-service,Self-service,Nenhuma,Coca-Cola,38.0,Crédito,32,10,4,False,2025,2
2025-02-01 13:22:00,Dia,3337,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,31,5,5,False,2025,2
2025-02-01 13:07:00,Dia,428,Self-service,Self-service,Nenhuma,Sprite,32.0,Débito,33,7,5,False,2025,2
2025-02-01 14:47:00,Dia,273,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,37,9,5,False,2025,2
2025-02-01 11:40:00,Dia,1598,Self-service,Self-service,Mousse de maracujá,Fanta Laranja,37.99,Pix,34,7,5,False,2025,2
2025-02-01 14:15:00,Dia,776,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,34,10,3,False,2025,2
2025-02-01 14:04:00,Dia,2043,Self-service,Self-service,Mousse de maracujá,Pepsi,37.99,Débito,31,9,5,False,2025,2
2025-02-01 11:00:00,Dia,164,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,31,10,4,False,2025,2
2025-02-01 11:39:00,Dia,3370,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,32,9,4,False,2025,2
2025-02-01 11:54:00,Dia,5966,Self-service,Self-service,Mousse de maracujá,Acerola,39.99,Débito,30,9,5,False,2025,2
2025-02-01 12:16:00,Dia,462,Self-service,Self-service,Nenhuma,Coca-Cola,38.0,Dinheiro,39,5,4,False,2025,2
2025-02-01 13:37:00,Dia,3949,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Pix,35,6,4,False,2025,2
2025-02-01 15:11:00,Dia,1989,Self-service,Self-service,Nenhuma,Sprite,32.0,Dinheiro,31,7,4,False,2025,2
