data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2024-07-01 11:22:00,Dia,4175,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,37,6,5,False,2024,7
2024-07-01 15:12:00,Dia,466,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,38,8,5,False,2024,7
2024-07-01 14:07:00,Dia,1654,Self-service,Self-service,Nenhuma,Pepsi,38.0,Pix,32,10,3,False,2024,7
2024-07-01 14:36:00,Dia,4161,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,35,6,5,False,2024,7
2024-07-01 14:16:00,Dia,136,Self-service,Self-service,Pudim de leite,Água,35.99,Refeição,40,7,5,False,2024,7
2024-07-01 11:04:00,Dia,5837,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,40,9,5,False,2024,7
2024-07-01 14:00:00,Dia,3100,Self-service,Self-service,Mousse de maracujá,Fanta Uva,37.99,Dinheiro,33,7,5,False,2024,7
2024-07-01 12:08:00,Dia,4141,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,30,7,4,False,2024,7
2024-07-01 14:02:00,Dia,4437,Self-service,Self-service,Nenhuma,Guaraná,38.0,Débito,35,7,5,False,2024,7
2024-07-01 11:20:00,Dia,5292,Self-service,Self-service,Nenhuma,Água,30.0,Pix,35,10,5,False,2024,7
2024-07-01 13:02:00,Dia,2019,Self-service,Self-service,Nenhuma,Pepsi,32.0,Débito,34,6,5,False,2024,7
2024-07-01 14:54:00,Dia,2680,Self-service,Self-service,Mousse de chocolate,Acerola,39.99,Crédito,39,6,5,False,2024,7
2024-07-01 13:13:00,Dia,4346,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,33,8,3,False,2024,7
2024-07-01 15:18:00,Dia,105,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,30,7,5,False,2024,7
2024-07-01 15:08:00,Dia,17,Self-service,Self-service,Nenhuma,Guaraná,38.0,Pix,36,8,5,False,2024,7
2024-07-01 13:50:00,Dia,2125,Self-service,Self-service,Picolé / sorvete simples,Sprite,36.49,Pix,34,8,4,False,2024,7
2024-07-01 15:27:00,Dia,4612,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Refeição,33,10,5,False,2024,7
2024-07-01 15:17:00,Dia,456,Self-service,Self-service,Mousse de maracujá,Pepsi,37.99,Pix,32,10,4,False,2024,7
2024-07-01 14:18:00,Dia,2104,Self-service,Self-service,Mousse de chocolate,Maracujá,39.99,Pix,39,5,5,False,2024,7
2024-07-01 12:04:00,Dia,2258,Self-service,Self-service,Nenhuma,Pepsi,38.0,Dinheiro,40,7,4,False,2024,7
2024-07-01 13:01:00,Dia,3343,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Dinheiro,31,9,4,False,2024,7
2024-07-01 14:25:00,Dia,1049,Self-service,Self-service,Mousse de maracujá,Fanta Laranja,37.99,Crédito,31,10,5,False,2024,7
2024-07-01 12:19:00,Dia,5835,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,36,6,5,False,2024,7
2024-07-01 13:13:00,Dia,4460,Self-service,Self-service,Mousse de chocolate,Fanta Laranja,37.99,Débito,33,6,4,False,2024,7
2024-07-01 14:39:00,Dia,3315,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,34,8,4,False,2024,7
2024-07-01 13:47:00,Dia,4078,Self-service,Self-service,Nenhuma,Acerola,34.0,Refeição,33,6,5,False,2024,7
2024-07-01 15:57:00,Dia,2388,Self-service,Self-service,Nenhuma,Laranja,34.0,Débito,32,10,5,False,2024,7
2024-07-01 15:32:00,Dia,129,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,31,5,4,False,2024,7
2024-07-01 11:36:00,Dia,12,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,33,8,5,False,2024,7
2024-07-01 15:28:00,Dia,2667,Self-service,Self-service,Nenhuma,Maracujá,34.0,Débito,35,7,5,False,2024,7
2024-07-01 12:08:00,Dia,5619,Self-service,Self-service,Nenhuma,Laranja,34.0,Refeição,33,7,4,False,2024,7
2024-07-01 15:22:00,Dia,5540,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Débito,31,9,5,False,2024,7
2024-07-01 14:52:00,Dia,2126,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Débito,40,10,4,False,2024,7
2024-07-01 12:27:00,Dia,2986,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,36,6,5,False,2024,7
2024-07-01 14:52:00,Dia,4572,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,33,9,4,False,2024,7
2024-07-01 13:49:00,Dia,1971,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Pix,36,5,5,False,2024,7
2024-07-01 15:41:00,Dia,477,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Pix,38,9,5,False,2024,7
2024-07-01 13:16:00,Dia,4994,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,39,5,4,False,2024,7
2024-07-01 14:28:00,Dia,4605,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,35,8,5,False,2024,7
2024-07-01 15:24:00,Dia,1742,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Crédito,40,5,5,False,2024,7
2024-07-01 13:41:00,Dia,4618,Self-service,Self-service,Mousse de maracujá,Pepsi,37.99,Pix,30,10,4,False,2024,7
2024-07-01 14:26:00,Dia,4327,Self-service,Self-service,Nenhuma,Água,30.0,Dinheiro,34,6,5,False,2024,7
2024-07-01 12:20:00,Dia,1934,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Refeição,35,7,4,False,2024,7
2024-07-01 14:06:00,Dia,217,Self-service,Self-service,Mousse de chocolate,Nenhuma,31.99,Pix,33,6,4,False,2024,7
2024-07-01 12:17:00,Dia,44,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Refeição,30,10,5,False,2024,7
2024-07-01 11:05:00,Dia,109,Self-service,Self-service,Pudim de leite,Água,35.99,Refeição,36,8,4,False,2024,7
2024-07-01 15:20:00,Dia,3486,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,31,7,5,False,2024,7
2024-07-01 15:26:00,Dia,163,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Débito,38,9,5,False,2024,7
2024-07-01 15:52:00,Dia,2500,Self-service,Self-service,Pudim de leite,Fanta Uva,37.99,Refeição,33,5,5,False,2024,7
2024-07-01 15:41:00,Dia,1475,Self-service,Self-service,Mousse de chocolate,Fanta Uva,37.99,Dinheiro,31,9,5,False,2024,7
2024-07-01 14:49:00,Dia,1676,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Pix,40,10,5,False,2024,7
