data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2024-04-01 14:43:00,Dia,4805,Self-service,Self-service,Picolé / sorvete simples,Pepsi,36.49,Débito,40,7,4,False,2024,4
2024-04-01 11:43:00,Dia,1675,Self-service,Self-service,Mousse de chocolate,Abacaxi com hortelã,39.99,Dinheiro,33,6,4,False,2024,4
2024-04-01 11:58:00,Dia,279,Self-service,Self-service,Picolé / sorvete simples,Guaraná Antarctica,36.49,Débito,33,10,3,False,2024,4
2024-04-01 14:24:00,Dia,1750,Self-service,Self-service,Mousse de maracujá,Abacaxi com hortelã,39.99,Débito,32,7,5,False,2024,4
2024-04-01 12:14:00,Dia,2349,Self-service,Self-service,Nenhuma,Laranja,34.0,Crédito,39,10,5,False,2024,4
2024-04-01 11:12:00,Dia,4193,Self-service,Self-service,Mousse de maracujá,Coca-Cola,37.99,Débito,35,9,5,False,2024,4
2024-04-01 13:25:00,Dia,3642,Self-service,Self-service,Pudim de leite,Coca-Cola,37.99,Crédito,38,8,5,False,2024,4
2024-04-01 12:48:00,Dia,862,Self-service,Self-service,Mousse de chocolate,Laranja,39.99,Pix,39,7,5,False,2024,4
2024-04-01 11:39:00,Dia,3391,Self-service,Self-service,Picolé / sorvete simples,Abacaxi com hortelã,38.49,Débito,32,7,5,False,2024,4
2024-04-01 15:18:00,Dia,3497,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Refeição,39,9,5,False,2024,4
2024-04-01 12:47:00,Dia,186,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,31,8,5,False,2024,4
2024-04-01 12:04:00,Dia,5732,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Dinheiro,30,5,5,False,2024,4
2024-04-01 14:42:00,Dia,1305,Self-service,Self-service,Nenhuma,Sprite,32.0,Débito,35,5,5,False,2024,4
2024-04-01 12:59:00,Dia,871,Self-service,Self-service,Nenhuma,Maracujá,34.0,Pix,31,9,5,False,2024,4
2024-04-01 11:04:00,Dia,3724,Self-service,Self-service,Pudim de leite,Coca-Cola,43.99,Débito,39,10,5,False,2024,4
2024-04-01 11:53:00,Dia,2324,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,36,8,5,False,2024,4
2024-04-01 11:54:00,Dia,4852,Self-service,Self-service,Mousse de maracujá,Maracujá,39.99,Débito,30,6,4,False,2024,4
2024-04-01 15:05:00,Dia,2099,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Refeição,38,8,5,False,2024,4
2024-04-01 15:23:00,Dia,4270,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,39,7,5,False,2024,4
2024-04-01 14:56:00,Dia,1635,Self-service,Self-service,Nenhuma,Pepsi,38.0,Refeição,33,8,5,False,2024,4
2024-04-01 13:35:00,Dia,1282,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Pix,35,6,5,False,2024,4
2024-04-01 11:13:00,Dia,2065,Self-service,Self-service,Pudim de leite,Guaraná Antarctica,37.99,Débito,34,5,5,False,2024,4
2024-04-01 12:00:00,Dia,1272,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,30,9,5,False,2024,4
2024-04-01 13:54:00,Dia,3255,Self-service,Self-service,Mousse de maracujá,Acerola,39.99,Débito,33,9,5,False,2024,4
2024-04-01 14:41:00,Dia,1645,Self-service,Self-service,Pudim de leite,Maracujá,39.99,Refeição,31,10,4,False,2024,4
2024-04-01 15:37:00,Dia,5956,Self-service,Self-service,Nenhuma,Maracujá,34.0,Débito,31,9,5,False,2024,4
2024-04-01 11:44:00,Dia,1644,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,33,10,5,False,2024,4
2024-04-01 12:01:00,Dia,2345,Self-service,Self-service,Nenhuma,Maracujá,34.0,Pix,36,6,4,False,2024,4
2024-04-01 15:46:00,Dia,5413,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,37,5,5,False,2024,4
2024-04-01 12:14:00,Dia,5360,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Crédito,31,10,5,False,2024,4
2024-04-01 12:57:00,Dia,3548,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Pix,38,5,5,False,2024,4
