data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2024-09-01 13:04:00,Dia,5400,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Dinheiro,30,10,4,False,2024,9
2024-09-01 15:57:00,Dia,3181,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Pix,39,10,5,False,2024,9
2024-09-01 11:59:00,Dia,863,Self-service,Self-service,Nenhuma,Água,30.0,Pix,34,6,5,False,2024,9
2024-09-01 15:19:00,Dia,2903,Self-service,Self-service,Mousse de chocolate,Pepsi,37.99,Débito,30,9,5,False,2024,9
2024-09-01 14:19:00,Dia,2729,Self-service,Self-service,Nenhuma,Maracujá,34.0,Dinheiro,40,6,5,True,2024,9
2024-09-01 13:05:00,Dia,4163,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Crédito,31,10,4,False,2024,9
2024-09-01 11:25:00,Dia,383,Self-service,Self-service,Mousse de maracujá,Fanta,43.99,Débito,36,7,4,False,2024,9
2024-09-01 14:36:00,Dia,829,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,39,6,5,False,2024,9
2024-09-01 12:04:00,Dia,1391,Self-service,Self-service,Nenhuma,Água,30.0,Débito,35,6,5,False,2024,9
2024-09-01 12:01:00,Dia,3652,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,35,10,5,False,2024,9
2024-09-01 15:20:00,Dia,3396,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,31,5,5,False,2024,9
2024-09-01 11:59:00,Dia,5456,Self-service,Self-service,Mousse de maracujá,Acerola,39.99,Débito,37,7,5,False,2024,9
2024-09-01 11:20:00,Dia,977,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,40,9,3,False,2024,9
2024-09-01 12:24:00,Dia,2910,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,38,6,5,False,2024,9
2024-09-01 11:40:00,Dia,105,Self-service,Self-service,Nenhuma,Água,30.0,Pix,30,5,5,False,2024,9
2024-09-01 15:59:00,Dia,5289,Self-service,Self-service,Nenhuma,Maracujá,34.0,Refeição,32,5,5,False,2024,9
2024-09-01 12:14:00,Dia,374,Self-service,Self-service,Picolé / sorvete simples,Nenhuma,30.49,Débito,40,5,4,False,2024,9
2024-09-01 13:13:00,Dia,2658,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Refeição,33,6,5,False,2024,9
2024-09-01 14:03:00,Dia,3711,Self-service,Self-service,Mousse de maracujá,Guaraná,43.99,Débito,35,5,5,False,2024,9
2024-09-01 11:29:00,Dia,3899,Self-service,Self-service,Nenhuma,Maracujá,34.0,Crédito,31,9,4,False,2024,9
2024-09-01 14:43:00,Dia,3762,Self-service,Self-service,Nenhuma,Pepsi,32.0,Débito,37,9,5,False,2024,9
2024-09-01 14:19:00,Dia,1406,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,39,8,4,False,2024,9
2024-09-01 15:44:00,Dia,2046,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Débito,31,5,5,False,2024,9
2024-09-01 12:34:00,Dia,2052,Self-service,Self-service,Picolé / sorvete simples,Abacaxi com hortelã,38.49,Refeição,39,7,5,False,2024,9
2024-09-01 13:18:00,Dia,929,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,30,8,5,False,2024,9
2024-09-01 13:38:00,Dia,2069,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,33,5,5,False,2024,9
2024-09-01 15:43:00,Dia,1188,Self-service,Self-service,Picolé / sorvete simples,Guaraná Antarctica,36.49,Crédito,34,8,5,False,2024,9
2024-09-01 11:50:00,Dia,1611,Self-service,Self-service,Picolé / sorvete simples,Coca-Cola,42.49,Refeição,39,9,3,False,2024,9
2024-09-01 14:59:00,Dia,5799,Self-service,Self-service,Nenhuma,Coca-Cola,38.0,Crédito,32,5,5,False,2024,9
2024-09-01 15:12:00,Dia,4412,Self-service,Self-service,Nenhuma,Laranja,34.0,Dinheiro,32,5,5,False,2024,9
2024-09-01 13:19:00,Dia,5364,Self-service,Self-service,Nenhuma,Pepsi,32.0,Pix,31,7,4,False,2024,9
2024-09-01 11:27:00,Dia,2540,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Crédito,35,7,4,False,2024,9
2024-09-01 11:00:00,Dia,1443,Self-service,Self-service,Mousse de chocolate,Fanta Laranja,37.99,Refeição,33,6,5,False,2024,9
2024-09-01 15:40:00,Dia,835,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,38,9,4,False,2024,9
2024-09-01 11:27:00,Dia,5108,Self-service,Self-service,Mousse de chocolate,Acerola,39.99,Débito,30,10,5,False,2024,9
2024-09-01 14:14:00,Dia,2570,Self-service,Self-service,Picolé / sorvete simples,Abacaxi com hortelã,38.49,Pix,40,6,4,False,2024,9
2024-09-01 14:37:00,Dia,1936,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,37,6,5,False,2024,9
2024-09-01 14:21:00,Dia,2953,Self-service,Self-service,Nenhuma,Sprite,32.0,Dinheiro,36,6,5,False,2024,9
2024-09-01 11:49:00,Dia,1946,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,30,8,4,False,2024,9
2024-09-01 11:38:00,Dia,1043,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,35,6,4,False,2024,9
2024-09-01 14:07:00,Dia,2578,Self-service,Self-service,Nenhuma,Água,30.0,Pix,33,6,4,False,2024,9
2024-09-01 11:35:00,Dia,5393,Self-service,Self-service,Picolé / sorvete simples,Fanta,42.49,Débito,33,10,5,False,2024,9
2024-09-01 11:25:00,Dia,5029,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,34,9,5,False,2024,9
2024-09-01 12:44:00,Dia,960,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,38,8,5,False,2024,9
2024-09-01 15:56:00,Dia,5434,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,39,6,5,False,2024,9
2024-09-01 11:09:00,Dia,1569,Self-service,Self-service,Nenhuma,Maracujá,34.0,Refeição,34,7,5,False,2024,9
2024-09-01 13:52:00,Dia,1362,Self-service,Self-service,Nenhuma,Coca-Cola,32.0,Crédito,32,8,5,False,2024,9
2024-09-01 14:17:00,Dia,1344,Self-service,Self-service,Nenhuma,Água,30.0,Dinheiro,36,10,5,False,2024,9
2024-09-01 13:18:00,Dia,4782,Self-service,Self-service,Nenhuma,Água,30.0,Débito,39,8,4,False,2024,9
2024-09-01 15:34:00,Dia,1352,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Pix,38,6,5,False,2024,9
2024-09-01 15:28:00,Dia,2541,Self-service,Self-service,Nenhuma,Pepsi,38.0,Crédito,37,6,4,False,2024,9
2024-09-01 13:01:00,Dia,5012,Self-service,Self-service,Nenhuma,Acerola,34.0,Débito,32,6,5,False,2024,9
2024-09-01 14:05:00,Dia,1696,Self-service,Self-service,Mousse de chocolate,Coca-Cola,43.99,Crédito,32,7,5,False,2024,9
2024-09-01 12:44:00,Dia,2242,Self-service,Self-service,Nenhuma,Coca-Cola,38.0,Dinheiro,36,6,5,False,2024,9
2024-09-01 11:21:00,Dia,3980,Self-service,Self-service,Nenhuma,Guaraná,38.0,Débito,38,5,4,False,2024,9
2024-09-01 11:50:00,Dia,4009,Self-service,Self-service,Pudim de leite,Maracujá,39.99,Pix,34,9,5,False,2024,9
2024-09-01 12:46:00,Dia,1603,Self-service,Self-service,Mousse de chocolate,Fanta Uva,37.99,Débito,31,10,4,False,2024,9
2024-09-01 14:22:00,Dia,2092,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Crédito,39,5,5,False,2024,9
2024-09-01 14:19:00,Dia,5861,Self-service,Self-service,Mousse de maracujá,Nenhuma,31.99,Débito,40,7,5,False,2024,9
2024-09-01 15:50:00,Dia,5500,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,38,10,4,False,2024,9
2024-09-01 15:06:00,Dia,1584,Self-service,Self-service,Nenhuma,Maracujá,34.0,Refeição,37,10,4,False,2024,9
2024-09-01 14:52:00,Dia,124,Self-service,Self-service,Pudim de leite,Fanta Laranja,37.99,Débito,30,10,5,False,2024,9
2024-09-01 12:14:00,Dia,4227,Self-service,Self-service,Nenhuma,Acerola,34.0,Débito,35,8,5,False,2024,9
2024-09-01 12:22:00,Dia,4826,Self-service,Self-service,Nenhuma,Pepsi,38.0,Refeição,40,6,5,False,2024,9
2024-09-01 14:52:00,Dia,3406,Self-service,Self-service,Nenhuma,Laranja,34.0,Pix,31,10,5,False,2024,9
2024-09-01 11:46:00,Dia,5088,Self-service,Self-service,Mousse de chocolate,Pepsi,37.99,Crédito,30,6,4,False,2024,9
2024-09-01 13:48:00,Dia,5929,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Débito,40,5,5,False,2024,9
2024-09-01 11:31:00,Dia,3453,Self-service,Self-service,Nenhuma,Sprite,32.0,Crédito,34,9,5,True,2024,9
2024-09-01 11:49:00,Dia,4033,Self-service,Self-service,Pudim de leite,Nenhuma,31.99,Dinheiro,34,10,5,False,2024,9
2024-09-01 15:51:00,Dia,2013,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,34,7,5,False,2024,9
2024-09-01 15:52:00,Dia,5816,Self-service,Self-service,Nenhuma,Água,30.0,Débito,30,8,5,False,2024,9
