data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2025-03-01 15:43:00,Dia,5366,Self-service,Self-service,Mousse de chocolate,Fanta Uva,37.99,Crédito,33,8,5,False,2025,3
2025-03-01 12:24:00,Dia,2383,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,35,10,5,False,2025,3
2025-03-01 11:13:00,Dia,5133,Self-service,Self-service,Mousse de maracujá,Coca-Cola,37.99,Crédito,35,5,5,False,2025,3
2025-03-01 15:33:00,Dia,2789,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,36,7,3,False,2025,3
2025-03-01 11:37:00,Dia,2709,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Débito,31,9,5,False,2025,3
2025-03-01 14:53:00,Dia,4940,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Crédito,33,9,5,False,2025,3
2025-03-01 12:24:00,Dia,5203,Self-service,Self-service,Nenhuma,Sprite,32.0,Refeição,39,9,5,False,2025,3
2025-03-01 12:23:00,Dia,145,Self-service,Self-service,Nenhuma,Pepsi,32.0,Dinheiro,35,10,4,False,2025,3
2025-03-01 14:20:00,Dia,3462,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,34,10,5,False,2025,3
2025-03-01 11:24:00,Dia,4644,Self-service,Self-service,Picolé / sorvete simples,Laranja,38.49,Crédito,38,7,5,False,2025,3
2025-03-01 15:47:00,Dia,1549,Self-service,Self-service,Mousse de maracujá,Fanta Uva,37.99,Crédito,37,8,3,False,2025,3
2025-03-01 15:07:00,Dia,2983,Self-service,Self-service,Nenhuma,Laranja,34.0,Crédito,38,5,3,False,2025,3
2025-03-01 11:13:00,Dia,2759,Self-service,Self-service,Nenhuma,Sprite,32.0,Dinheiro,30,8,4,False,2025,3
2025-03-01 11:02:00,Dia,57,Self-service,Self-service,Nenhuma,Maracujá,34.0,Crédito,32,5,4,False,2025,3
2025-03-01 12:56:00,Dia,4486,Self-service,Self-service,Pudim de leite,Guaraná Antarctica,37.99,Refeição,34,5,4,False,2025,3
2025-03-01 12:27:00,Dia,334,Self-service,Self-service,Mousse de maracujá,Água,35.99,Débito,36,8,5,False,2025,3
2025-03-01 11:27:00,Dia,1139,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,36,6,5,False,2025,3
2025-03-01 11:30:00,Dia,364,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,40,9,5,False,2025,3
2025-03-01 12:00:00,Dia,1452,Self-service,Self-service,Nenhuma,Nenhuma,26.0,Crédito,35,10,4,False,2025,3
2025-03-01 12:53:00,Dia,3838,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,31,5,5,False,2025,3
2025-03-01 13:11:00,Dia,5848,Self-service,Self-service,Nenhuma,Acerola,34.0,Débito,35,10,5,False,2025,3
2025-03-01 15:28:00,Dia,3641,Self-service,Self-service,Pudim de leite,Guaraná Antarctica,37.99,Refeição,31,7,5,False,2025,3
2025-03-01 13:51:00,Dia,5814,Self-service,Self-service,Picolé / sorvete simples,Nenhuma,30.49,Débito,32,9,5,False,2025,3
2025-03-01 11:27:00,Dia,2881,Self-service,Self-service,Nenhuma,Laranja,34.0,Crédito,31,9,5,False,2025,3
2025-03-01 13:55:00,Dia,4151,Self-service,Self-service,Picolé / sorvete simples,Nenhuma,30.49,Refeição,40,7,5,False,2025,3
2025-03-01 11:51:00,Dia,2923,Self-service,Self-service,Mousse de maracujá,Nenhuma,31.99,Crédito,39,5,4,False,2025,3
2025-03-01 13:28:00,Dia,6,Self-service,Self-service,Mousse de chocolate,Guaraná Antarctica,37.99,Crédito,36,6,5,False,2025,3
2025-03-01 12:31:00,Dia,819,Self-service,Self-service,Picolé / sorvete simples,Abacaxi com hortelã,38.49,Crédito,30,9,5,False,2025,3
