data,periodo,cliente_id,tipo_cardapio,prato,sobremesa,bebida,valor_total,forma_pagamento,tempo_preparo,tempo_atendimento,avaliacao,cancelado,ano,mes
2024-02-01 13:49:00,Dia,5189,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Pix,35,9,4,False,2024,2
2024-02-01 15:49:00,Dia,5320,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,34,9,4,False,2024,2
2024-02-01 11:32:00,Dia,80,Self-service,Self-service,Nenhuma,Pepsi,32.0,Refeição,33,5,5,False,2024,2
2024-02-01 12:28:00,Dia,2198,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Débito,33,7,3,False,2024,2
2024-02-01 12:08:00,Dia,4139,Self-service,Self-service,Nenhuma,Água,30.0,Crédito,40,8,4,False,2024,2
2024-02-01 14:42:00,Dia,4850,Self-service,Self-service,Pudim de leite,Coca-Cola,37.99,Refeição,37,6,5,False,2024,2
2024-02-01 13:29:00,Dia,3773,Self-service,Self-service,Nenhuma,Pepsi,32.0,Crédito,34,10,5,False,2024,2
2024-02-01 11:01:00,Dia,3808,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,40,10,4,False,2024,2
2024-02-01 15:37:00,Dia,4522,Self-service,Self-service,Pudim de leite,Maracujá,39.99,Dinheiro,40,9,4,False,2024,2
2024-02-01 15:55:00,Dia,1319,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Refeição,34,7,4,False,2024,2
2024-02-01 14:18:00,Dia,2411,Self-service,Self-service,Nenhuma,Acerola,34.0,Débito,39,5,5,False,2024,2
2024-02-01 15:47:00,Dia,366,Self-service,Self-service,Nenhuma,Fanta Laranja,32.0,Pix,37,7,5,False,2024,2
2024-02-01 15:06:00,Dia,1249,Self-service,Self-service,Picolé / sorvete simples,Maracujá,38.49,Pix,39,5,5,False,2024,2
2024-02-01 12:33:00,Dia,1437,Self-service,Self-service,Nenhuma,Fanta Uva,32.0,Crédito,37,9,5,False,2024,2
2024-02-01 14:34:00,Dia,3129,Self-service,Self-service,Nenhuma,Sprite,32.0,Pix,31,8,5,False,2024,2
2024-02-01 15:55:00,Dia,426,Self-service,Self-service,Picolé / sorvete simples,Abacaxi com hortelã,38.49,Pix,36,7,5,False,2024,2
2024-02-01 13:59:00,Dia,1888,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,35,9,4,False,2024,2
2024-02-01 14:30:00,Dia,2857,Self-service,Self-service,Pudim de leite,Coca-Cola,37.99,Pix,36,9,4,False,2024,2
2024-02-01 12:49:00,Dia,73,Self-service,Self-service,Nenhuma,Guaraná Antarctica,32.0,Crédito,34,10,4,False,2024,2
2024-02-01 12:27:00,Dia,751,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Crédito,33,10,5,False,2024,2
2024-02-01 13:16:00,Dia,5555,Self-service,Self-service,Nenhuma,Acerola,34.0,Crédito,37,6,4,False,2024,2
2024-02-01 11:40:00,Dia,4863,Self-service,Self-service,Nenhuma,Maracujá,34.0,Pix,38,9,5,False,2024,2
2024-02-01 12:37:00,Dia,3298,Self-service,Self-service,Nenhuma,Abacaxi com hortelã,34.0,Débito,33,5,5,False,2024,2
2024-02-01 14:52:00,Dia,4571,Self-service,Self-service,Nenhuma,Laranja,34.0,Dinheiro,40,9,5,True,2024,2
